timestamp,frame_number,location_x,location_y,detected_condition,event_type,group_id,related_group_ids,pedestrian_count,group_count,confidence,risk_score
21:55:44,41,920,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,42,916,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,43,912,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,44,908,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,45,904,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,46,900,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,47,896,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:44,48,892,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,49,888,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,50,640,360,HIGH_CROWD_DENSITY,HIGH_CROWD_DENSITY,ALL,G1;G2,8,2,0.95,0.55
21:55:45,51,880,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,52,876,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,53,872,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,54,868,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,55,864,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,56,860,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,57,856,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,58,852,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,59,848,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,60,844,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:45,61,840,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,62,836,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,63,832,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,64,828,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,65,824,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,66,820,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,67,816,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,68,812,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,69,808,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,70,804,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,71,800,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,72,796,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,73,792,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,74,788,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:46,75,784,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,76,780,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,77,776,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,78,772,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,79,768,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,80,764,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,81,760,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,82,756,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,83,752,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,84,748,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,85,744,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,86,740,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,87,736,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,88,732,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,89,728,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:47,90,724,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,91,720,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,92,719,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,93,718,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,94,717,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,95,717,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,96,716,386,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,97,715,387,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,98,714,387,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,99,714,387,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,100,640,360,HIGH_CROWD_DENSITY,HIGH_CROWD_DENSITY,ALL,G1;G2,8,2,0.95,0.55
21:55:48,101,712,387,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,102,712,388,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,103,711,388,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,104,710,388,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:48,105,709,388,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,106,709,388,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,107,708,388,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,108,707,389,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,109,706,389,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,110,706,389,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,111,705,389,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,112,704,389,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,113,704,390,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,114,703,390,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,115,702,390,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,116,701,390,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,117,701,390,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,118,700,390,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,119,699,391,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,120,698,391,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:49,121,698,391,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:50,122,697,391,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:50,123,601,378,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,124,696,392,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:50,125,601,379,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,126,601,379,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,127,601,379,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,128,602,379,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,129,602,379,GROUP_MERGED,GROUP_MERGED,G3,G1;G2,8,1,0.97,0.35
21:55:50,130,601,380,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,131,690,393,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:50,132,602,380,STABLE_GROUP,STABLE_GROUP,G3,G3,8,1,0.96,0.12
21:55:50,133,689,393,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:50,134,602,380,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:50,135,602,381,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,136,602,381,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,137,602,381,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,138,602,381,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,139,602,381,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,140,602,381,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,141,602,382,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,142,682,395,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:51,143,602,382,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,144,681,395,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:51,145,0,0,NORMAL,NORMAL,NONE,,1,0,0.98,0.05
21:55:51,146,603,383,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,147,602,383,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,148,602,383,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,149,602,383,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:51,150,640,360,HIGH_CROWD_DENSITY,HIGH_CROWD_DENSITY,ALL,G3,8,1,0.95,0.55
21:55:52,151,603,383,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,152,602,384,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,153,674,397,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:52,154,603,384,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,155,673,397,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:52,156,603,384,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,157,603,385,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,158,603,385,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,159,603,385,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,160,603,385,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,161,603,385,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,162,603,385,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,163,603,386,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:52,164,666,399,GROUP_FORMED,NORMAL,G1,G1;G2,8,2,0.98,0.05
21:55:52,165,603,386,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,166,665,399,GROUP_SPLIT,GROUP_SPLIT,G3,G1;G2,8,2,0.96,0.3
21:55:53,167,603,386,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,168,604,387,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,169,603,387,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,170,603,387,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,171,603,387,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,172,604,387,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,173,604,387,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,174,603,388,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,175,603,388,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,176,604,388,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,177,604,388,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,178,604,388,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,179,604,389,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:53,180,604,389,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,181,604,389,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,182,604,389,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,183,604,389,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,184,604,389,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,185,604,390,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,186,604,390,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,187,604,390,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,188,604,390,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,189,604,390,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,190,605,391,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,191,604,391,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,192,604,391,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,193,604,391,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:54,194,605,391,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,195,605,391,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,196,604,392,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,197,635,405,GROUP_FORMED,NORMAL,G4,G4,6,1,0.98,0.05
21:55:55,198,605,392,GROUP_FORMED,NORMAL,G4,G4,6,1,0.98,0.05
21:55:55,199,605,392,GROUP_FORMED,NORMAL,G4,G4,6,1,0.98,0.05
21:55:55,200,640,360,HIGH_CROWD_DENSITY,HIGH_CROWD_DENSITY,ALL,G4,6,1,0.95,0.55
21:55:55,201,605,393,GROUP_FORMED,NORMAL,G4,G4,6,1,0.98,0.05
21:55:55,202,623,401,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,203,605,393,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,204,605,393,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,205,605,393,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,206,606,393,GROUP_FORMED,NORMAL,G3,G3,8,1,0.98,0.05
21:55:55,207,660,418,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:55,208,663,420,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,209,667,422,STABLE_GROUP,STABLE_GROUP,G4,G4,8,2,0.96,0.12
21:55:56,210,670,424,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,211,674,426,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,212,677,428,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,213,680,430,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,214,528,353,STABLE_GROUP,STABLE_GROUP,G5,G5,8,2,0.96,0.12
21:55:56,215,687,434,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,216,691,436,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,217,694,438,GROUP_SPLIT,GROUP_SPLIT,G3,G4;G5,8,2,0.96,0.3
21:55:56,218,697,440,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,219,701,442,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,220,704,444,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,221,708,446,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:56,222,711,448,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,223,714,450,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,224,718,452,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,225,721,454,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,226,725,456,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,227,728,458,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,228,731,460,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,229,735,462,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,230,738,464,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,231,742,466,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,232,745,468,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,233,748,470,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,234,752,472,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,235,755,474,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:57,236,759,476,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,237,762,478,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,238,765,480,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,239,769,482,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,240,772,484,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,241,776,486,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,242,779,488,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,243,782,490,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,244,786,492,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,245,789,494,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,246,793,496,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,247,796,498,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,248,799,500,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,249,803,502,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:58,250,640,360,HIGH_CROWD_DENSITY,HIGH_CROWD_DENSITY,ALL,G4;G5,8,2,0.95,0.55
21:55:58,251,810,506,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,252,813,508,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,253,816,510,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,254,820,512,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,255,823,514,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,256,827,516,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,257,830,518,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,258,833,520,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,259,837,522,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,260,840,524,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,261,844,526,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,262,847,528,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,263,850,530,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,264,854,532,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,265,857,534,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:55:59,266,861,536,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,267,864,538,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,268,867,540,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,269,871,542,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,270,874,544,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,271,878,546,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,272,881,548,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,273,884,550,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,274,888,552,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,275,891,554,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,276,895,556,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,277,898,558,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,278,901,560,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,279,905,562,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,280,908,564,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:00,281,912,566,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,282,915,568,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
21:56:01,283,918,570,GROUP_FORMED,NORMAL,G4,G4;G5,8,2,0.98,0.05
