Video_Source,Event_ID,Timestamp,Timestamp_Sec,Frame_Number,Track_ID,Object_Class,Violation_Type,Severity,Evidence_Snapshot
Real Video 1,EVT_0020,0:00:03,3.37,101,58,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0020_id58.jpg
Real Video 1,EVT_0021,0:00:03,3.5,105,63,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0021_id63.jpg
Real Video 1,EVT_0022,0:00:03,3.57,107,67,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0022_id67.jpg
Real Video 1,EVT_0023,0:00:03,3.63,109,69,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0023_id69.jpg
Real Video 1,EVT_0024,0:00:03,3.7,111,71,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0024_id71.jpg
Real Video 1,EVT_0025,0:00:03,3.93,118,79,chair,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0025_id79.jpg
Real Video 1,EVT_0026,0:00:03,3.97,119,43,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0026_id43.jpg
Real Video 1,EVT_0027,0:00:03,3.97,119,82,oven,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_1/violation_EVT_0027_id82.jpg
Real Video 1,EVT_0028,0:00:04,4.0,120,85,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0028_id85.jpg
Real Video 1,EVT_0029,0:00:04,4.1,123,91,oven,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0029_id91.jpg
Real Video 1,EVT_0030,0:00:04,4.27,128,95,chair,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0030_id95.jpg
Real Video 1,EVT_0031,0:00:04,4.5,135,3,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0031_id3.jpg
Real Video 1,EVT_0032,0:00:04,4.5,135,5,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0032_id5.jpg
Real Video 1,EVT_0033,0:00:04,4.63,139,55,dining table,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0033_id55.jpg
Real Video 1,EVT_0034,0:00:04,4.7,141,22,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0034_id22.jpg
Real Video 1,EVT_0035,0:00:04,4.87,146,58,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0035_id58.jpg
Real Video 1,EVT_0036,0:00:04,4.93,148,109,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0036_id109.jpg
Real Video 1,EVT_0037,0:00:05,5.0,150,63,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0037_id63.jpg
Real Video 1,EVT_0038,0:00:05,5.03,151,111,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0038_id111.jpg
Real Video 1,EVT_0039,0:00:05,5.13,154,69,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0039_id69.jpg
Real Video 1,EVT_0040,0:00:05,5.2,156,71,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0040_id71.jpg
Real Video 1,EVT_0041,0:00:05,5.53,166,43,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0041_id43.jpg
Real Video 1,EVT_0042,0:00:06,6.0,180,3,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0042_id3.jpg
Real Video 1,EVT_0043,0:00:06,6.0,180,5,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0043_id5.jpg
Real Video 1,EVT_0044,0:00:06,6.13,184,55,dining table,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0044_id55.jpg
Real Video 1,EVT_0045,0:00:06,6.13,184,128,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0045_id128.jpg
Real Video 1,EVT_0046,0:00:06,6.17,185,129,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0046_id129.jpg
Real Video 1,EVT_0047,0:00:06,6.33,190,130,chair,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_1/violation_EVT_0047_id130.jpg
Real Video 1,EVT_0048,0:00:06,6.5,195,141,handbag,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0048_id141.jpg
Real Video 1,EVT_0049,0:00:06,6.53,196,63,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0049_id63.jpg
Real Video 1,EVT_0050,0:00:06,6.63,199,69,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0050_id69.jpg
Real Video 1,EVT_0051,0:00:06,6.7,201,71,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0051_id71.jpg
Real Video 1,EVT_0052,0:00:06,6.83,205,147,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0052_id147.jpg
Real Video 1,EVT_0053,0:00:06,6.93,208,151,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0053_id151.jpg
Real Video 1,EVT_0054,0:00:06,6.93,208,58,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0054_id58.jpg
Real Video 1,EVT_0055,0:00:07,7.33,220,175,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0055_id175.jpg
Real Video 1,EVT_0056,0:00:07,7.47,224,187,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0056_id187.jpg
Real Video 1,EVT_0057,0:00:07,7.5,225,3,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0057_id3.jpg
Real Video 1,EVT_0058,0:00:07,7.5,225,5,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0058_id5.jpg
Real Video 1,EVT_0059,0:00:07,7.57,227,197,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0059_id197.jpg
Real Video 1,EVT_0060,0:00:07,7.63,229,55,dining table,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0060_id55.jpg
Real Video 1,EVT_0061,0:00:07,7.7,231,129,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0061_id129.jpg
Real Video 1,EVT_0062,0:00:08,8.1,243,141,handbag,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0062_id141.jpg
Real Video 1,EVT_0063,0:00:08,8.13,244,69,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0063_id69.jpg
Real Video 1,EVT_0064,0:00:08,8.13,244,219,clock,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0064_id219.jpg
Real Video 1,EVT_0065,0:00:08,8.17,245,198,chair,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_1/violation_EVT_0065_id198.jpg
Real Video 1,EVT_0066,0:00:08,8.43,253,151,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0066_id151.jpg
Real Video 1,EVT_0067,0:00:08,8.43,253,58,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0067_id58.jpg
Real Video 1,EVT_0068,0:00:08,8.57,257,226,dining table,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_1/violation_EVT_0068_id226.jpg
Real Video 1,EVT_0069,0:00:08,8.8,264,237,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0069_id237.jpg
Real Video 1,EVT_0070,0:00:08,8.83,265,175,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0070_id175.jpg
Real Video 1,EVT_0071,0:00:08,8.83,265,243,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0071_id243.jpg
Real Video 1,EVT_0072,0:00:09,9.0,270,3,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0072_id3.jpg
Real Video 1,EVT_0073,0:00:09,9.0,270,5,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0073_id5.jpg
Real Video 1,EVT_0074,0:00:09,9.0,270,249,chair,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0074_id249.jpg
Real Video 1,EVT_0075,0:00:09,9.1,273,251,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0075_id251.jpg
Real Video 1,EVT_0076,0:00:09,9.27,278,257,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0076_id257.jpg
Real Video 1,EVT_0077,0:00:09,9.6,288,141,handbag,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0077_id141.jpg
Real Video 1,EVT_0078,0:00:09,9.63,289,69,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0078_id69.jpg
Real Video 1,EVT_0079,0:00:09,9.93,298,273,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0079_id273.jpg
Real Video 1,EVT_0080,0:00:10,10.27,308,281,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_1/violation_EVT_0080_id281.jpg
Real Video 1,EVT_0081,0:00:10,10.33,310,175,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0081_id175.jpg
Real Video 1,EVT_0082,0:00:10,10.5,315,3,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0082_id3.jpg
Real Video 1,EVT_0083,0:00:10,10.73,322,237,laptop,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0083_id237.jpg
Real Video 1,EVT_0084,0:00:10,10.93,328,283,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0084_id283.jpg
Real Video 1,EVT_0085,0:00:10,10.93,328,284,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0085_id284.jpg
Real Video 1,EVT_0086,0:00:10,10.93,328,285,dining table,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0086_id285.jpg
Real Video 1,EVT_0087,0:00:10,10.93,328,287,handbag,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0087_id287.jpg
Real Video 1,EVT_0088,0:00:10,10.93,328,288,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0088_id288.jpg
Real Video 1,EVT_0089,0:00:11,11.13,334,69,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_1/violation_EVT_0089_id69.jpg
Real Video 2,EVT_0090,0:00:01,1.5,45,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0090_id1.jpg
Real Video 2,EVT_0091,0:00:01,1.5,45,3,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0091_id3.jpg
Real Video 2,EVT_0092,0:00:01,1.9,57,17,book,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0092_id17.jpg
Real Video 2,EVT_0093,0:00:01,1.97,59,19,remote,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0093_id19.jpg
Real Video 2,EVT_0094,0:00:03,3.0,90,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0094_id1.jpg
Real Video 2,EVT_0095,0:00:03,3.37,101,41,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0095_id41.jpg
Real Video 2,EVT_0096,0:00:03,3.4,102,43,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0096_id43.jpg
Real Video 2,EVT_0097,0:00:04,4.33,130,63,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0097_id63.jpg
Real Video 2,EVT_0098,0:00:04,4.5,135,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0098_id1.jpg
Real Video 2,EVT_0099,0:00:04,4.9,147,43,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0099_id43.jpg
Real Video 2,EVT_0100,0:00:05,5.33,160,75,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0100_id75.jpg
Real Video 2,EVT_0101,0:00:06,6.0,180,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0101_id1.jpg
Real Video 2,EVT_0102,0:00:07,7.33,220,79,train,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0102_id79.jpg
Real Video 2,EVT_0103,0:00:07,7.5,225,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0103_id1.jpg
Real Video 2,EVT_0104,0:00:08,8.83,265,79,train,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0104_id79.jpg
Real Video 2,EVT_0105,0:00:09,9.0,270,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0105_id1.jpg
Real Video 2,EVT_0106,0:00:10,10.33,310,79,train,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0106_id79.jpg
Real Video 2,EVT_0107,0:00:10,10.5,315,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0107_id1.jpg
Real Video 2,EVT_0108,0:00:11,11.83,355,79,train,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0108_id79.jpg
Real Video 2,EVT_0109,0:00:12,12.0,360,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0109_id1.jpg
Real Video 2,EVT_0110,0:00:13,13.33,400,79,train,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0110_id79.jpg
Real Video 2,EVT_0111,0:00:13,13.5,405,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0111_id1.jpg
Real Video 2,EVT_0112,0:00:13,13.83,415,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0112_id83.jpg
Real Video 2,EVT_0113,0:00:15,15.0,450,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0113_id1.jpg
Real Video 2,EVT_0114,0:00:15,15.33,460,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0114_id83.jpg
Real Video 2,EVT_0115,0:00:15,15.83,475,93,bowl,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_2/violation_EVT_0115_id93.jpg
Real Video 2,EVT_0116,0:00:16,16.37,491,97,sink,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0116_id97.jpg
Real Video 2,EVT_0117,0:00:16,16.5,495,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0117_id1.jpg
Real Video 2,EVT_0118,0:00:16,16.77,503,101,sink,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0118_id101.jpg
Real Video 2,EVT_0119,0:00:16,16.87,506,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0119_id83.jpg
Real Video 2,EVT_0120,0:00:18,18.0,540,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0120_id1.jpg
Real Video 2,EVT_0121,0:00:18,18.43,553,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0121_id83.jpg
Real Video 2,EVT_0122,0:00:19,19.13,574,125,bowl,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0122_id125.jpg
Real Video 2,EVT_0123,0:00:19,19.3,579,129,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0123_id129.jpg
Real Video 2,EVT_0124,0:00:19,19.5,585,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0124_id1.jpg
Real Video 2,EVT_0125,0:00:19,19.5,585,135,suitcase,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0125_id135.jpg
Real Video 2,EVT_0126,0:00:19,19.93,598,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0126_id83.jpg
Real Video 2,EVT_0127,0:00:20,20.17,605,142,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0127_id142.jpg
Real Video 2,EVT_0128,0:00:20,20.8,624,129,tv,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0128_id129.jpg
Real Video 2,EVT_0129,0:00:21,21.0,630,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0129_id1.jpg
Real Video 2,EVT_0130,0:00:21,21.0,630,135,suitcase,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0130_id135.jpg
Real Video 2,EVT_0131,0:00:21,21.03,631,151,sink,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_2/violation_EVT_0131_id151.jpg
Real Video 2,EVT_0132,0:00:21,21.3,639,155,sink,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_2/violation_EVT_0132_id155.jpg
Real Video 2,EVT_0133,0:00:21,21.5,645,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0133_id83.jpg
Real Video 2,EVT_0134,0:00:22,22.0,660,161,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0134_id161.jpg
Real Video 2,EVT_0135,0:00:22,22.5,675,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0135_id1.jpg
Real Video 2,EVT_0136,0:00:22,22.53,676,151,sink,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0136_id151.jpg
Real Video 2,EVT_0137,0:00:22,22.67,680,135,suitcase,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0137_id135.jpg
Real Video 2,EVT_0138,0:00:23,23.0,690,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0138_id83.jpg
Real Video 2,EVT_0139,0:00:23,23.27,698,169,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0139_id169.jpg
Real Video 2,EVT_0140,0:00:23,23.4,702,170,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0140_id170.jpg
Real Video 2,EVT_0141,0:00:24,24.0,720,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0141_id1.jpg
Real Video 2,EVT_0142,0:00:24,24.17,725,135,suitcase,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0142_id135.jpg
Real Video 2,EVT_0143,0:00:24,24.17,725,173,chair,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0143_id173.jpg
Real Video 2,EVT_0144,0:00:24,24.5,735,83,bottle,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_2/violation_EVT_0144_id83.jpg
Real Video 3,EVT_0145,0:00:01,1.5,45,1,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0145_id1.jpg
Real Video 3,EVT_0146,0:00:01,1.5,45,2,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0146_id2.jpg
Real Video 3,EVT_0147,0:00:01,1.5,45,3,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_3/violation_EVT_0147_id3.jpg
Real Video 3,EVT_0148,0:00:01,1.5,45,5,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0148_id5.jpg
Real Video 3,EVT_0149,0:00:01,1.5,45,6,tie,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_3/violation_EVT_0149_id6.jpg
Real Video 3,EVT_0150,0:00:01,1.5,45,7,bowl,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0150_id7.jpg
Real Video 3,EVT_0151,0:00:01,1.5,45,8,bowl,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_3/violation_EVT_0151_id8.jpg
Real Video 3,EVT_0152,0:00:01,1.5,45,9,bowl,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_3/violation_EVT_0152_id9.jpg
Real Video 3,EVT_0153,0:00:01,1.5,45,10,bowl,Restricted Access (Biohazard Restricted Zone),HIGH,evidence/real_video_3/violation_EVT_0153_id10.jpg
Real Video 3,EVT_0154,0:00:01,1.5,45,14,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0154_id14.jpg
Real Video 3,EVT_0155,0:00:03,3.47,104,24,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0155_id24.jpg
Real Video 3,EVT_0156,0:00:03,3.5,105,25,person,Restricted Access (Biohazard Restricted Zone); Missing Safety Goggles / Lab Coat,HIGH,evidence/real_video_3/violation_EVT_0156_id25.jpg
Real Video 3,EVT_0157,0:00:03,3.5,105,26,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0157_id26.jpg
Real Video 3,EVT_0158,0:00:03,3.5,105,27,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0158_id27.jpg
Real Video 3,EVT_0159,0:00:03,3.5,105,29,person,Missing Safety Goggles / Lab Coat,MEDIUM,evidence/real_video_3/violation_EVT_0159_id29.jpg
